firefox B lazy none warm phantom  hits=0 paint=62 css=35 dcl=87 attach=75 fonts=115 intro=39..1893 veilOff=- final=1893 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox B lazy fast3g cold synthwave  hits=40 paint=3962 css=3931 dcl=4510 attach=4510 fonts=5207 intro=3937..6291 veilOff=- final=6291 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":629,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox B lazy fast3g warm synthwave  hits=0 paint=64 css=34 dcl=82 attach=76 fonts=138 intro=39..1961 veilOff=- final=1961 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":28,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox B lazy fast3g cold phantom  hits=39 paint=3963 css=3934 dcl=4513 attach=4510 fonts=5161 intro=3940..5826 veilOff=- final=5826 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox B lazy fast3g warm phantom  hits=0 paint=61 css=34 dcl=81 attach=74 fonts=109 intro=39..1891 veilOff=- final=1891 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager none cold synthwave  hits=61 paint=88 css=51 dcl=126 attach=126 fonts=179 intro=182..1852 veilOff=182 final=1852 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager none warm synthwave  hits=0 paint=66 css=30 dcl=107 attach=102 fonts=185 intro=190..1892 veilOff=190 final=1892 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager none cold cyberpunk  hits=60 paint=80 css=46 dcl=124 attach=124 fonts=149 intro=-..- veilOff=149 final=149 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager none warm cyberpunk  hits=0 paint=66 css=32 dcl=114 attach=109 fonts=144 intro=-..- veilOff=145 final=145 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager fast3g cold synthwave  hits=61 paint=3898 css=3854 dcl=7732 attach=7732 fonts=7872 intro=7867..9656 veilOff=7867 final=9656 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager fast3g warm synthwave  hits=0 paint=68 css=33 dcl=107 attach=107 fonts=160 intro=164..1953 veilOff=164 final=1953 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager fast3g cold cyberpunk  hits=60 paint=3885 css=3853 dcl=7721 attach=7721 fonts=7743 intro=-..- veilOff=7743 final=7743 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C eager fast3g warm cyberpunk  hits=0 paint=68 css=34 dcl=111 attach=111 fonts=143 intro=-..- veilOff=144 final=144 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy none cold synthwave  hits=40 paint=83 css=43 dcl=90 attach=88 fonts=118 intro=122..1925 veilOff=122 final=1925 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy none warm synthwave  hits=0 paint=69 css=32 dcl=74 attach=73 fonts=100 intro=104..1806 veilOff=104 final=1806 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy none cold cyberpunk  hits=39 paint=81 css=43 dcl=86 attach=81 fonts=111 intro=-..- veilOff=111 final=111 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy none warm cyberpunk  hits=0 paint=66 css=30 dcl=72 attach=72 fonts=98 intro=-..- veilOff=98 final=98 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy fast3g cold synthwave  hits=40 paint=3965 css=3936 dcl=4513 attach=4513 fonts=5287 intro=5292..6945 veilOff=5292 final=6945 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy fast3g warm synthwave  hits=0 paint=64 css=34 dcl=82 attach=77 fonts=139 intro=142..1736 veilOff=142 final=1736 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy fast3g cold cyberpunk  hits=39 paint=3915 css=3888 dcl=4465 attach=4460 fonts=5089 intro=-..- veilOff=5089 final=5089 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy fast3g warm cyberpunk  hits=0 paint=61 css=35 dcl=81 attach=75 fonts=117 intro=-..- veilOff=117 final=117 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager none cold synthwave  hits=61 paint=101 css=68 dcl=101 attach=97 fonts=125 intro=97..1683 veilOff=- final=1683 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":16,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager none warm synthwave  hits=0 paint=79 css=48 dcl=80 attach=76 fonts=116 intro=76..1957 veilOff=- final=1957 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":20,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager none cold cyberpunk  hits=60 paint=100 css=71 dcl=104 attach=100 fonts=131 intro=-..- veilOff=- final=127 {"unthemed":0,"fallbackFont":27,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager none warm cyberpunk  hits=0 paint=80 css=53 dcl=85 attach=80 fonts=122 intro=-..- veilOff=- final=93 {"unthemed":0,"fallbackFont":13,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager fast3g cold synthwave  hits=61 paint=7563 css=7530 dcl=7563 attach=7560 fonts=7597 intro=7560..9225 veilOff=- final=9225 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":19,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager fast3g warm synthwave  hits=0 paint=88 css=54 dcl=88 attach=85 fonts=111 intro=85..1883 veilOff=- final=1883 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":21,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager fast3g cold cyberpunk  hits=60 paint=7332 css=7304 dcl=7337 attach=7332 fonts=7363 intro=-..- veilOff=- final=7344 {"unthemed":0,"fallbackFont":12,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D eager fast3g warm cyberpunk  hits=0 paint=78 css=48 dcl=81 attach=77 fonts=119 intro=-..- veilOff=- final=101 {"unthemed":0,"fallbackFont":23,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy none cold synthwave  hits=40 paint=88 css=50 dcl=89 attach=86 fonts=110 intro=86..1788 veilOff=- final=1788 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":13,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy none warm synthwave  hits=0 paint=78 css=40 dcl=79 attach=76 fonts=113 intro=76..1889 veilOff=- final=1889 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":19,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy none cold cyberpunk  hits=39 paint=86 css=52 dcl=91 attach=86 fonts=116 intro=-..- veilOff=- final=111 {"unthemed":0,"fallbackFont":25,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy none warm cyberpunk  hits=0 paint=78 css=43 dcl=82 attach=78 fonts=118 intro=-..- veilOff=- final=90 {"unthemed":0,"fallbackFont":12,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy fast3g cold synthwave  hits=40 paint=5644 css=5614 dcl=5645 attach=5642 fonts=5679 intro=5642..7410 veilOff=- final=7410 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":20,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy fast3g warm synthwave  hits=0 paint=78 css=41 dcl=79 attach=76 fonts=113 intro=76..1778 veilOff=- final=1778 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":20,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy fast3g cold cyberpunk  hits=39 paint=5594 css=5568 dcl=5598 attach=5594 fonts=5620 intro=-..- veilOff=- final=5603 {"unthemed":0,"fallbackFont":9,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox D lazy fast3g warm cyberpunk  hits=0 paint=77 css=44 dcl=81 attach=77 fonts=106 intro=-..- veilOff=- final=103 {"unthemed":0,"fallbackFont":26,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox A lazy fast3g cold synthwave reduced hits=40 paint=3946 css=3929 dcl=4505 attach=4505 fonts=5248 intro=-..- veilOff=- final=4761 {"unthemed":0,"fallbackFont":815,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":782}
firefox A lazy fast3g warm synthwave reduced hits=0 paint=45 css=29 dcl=68 attach=67 fonts=130 intro=-..- veilOff=- final=81 {"unthemed":0,"fallbackFont":36,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":36}
firefox C lazy fast3g cold synthwave reduced hits=40 paint=3969 css=3934 dcl=4510 attach=4510 fonts=5278 intro=-..- veilOff=5278 final=5278 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox C lazy fast3g warm synthwave reduced hits=0 paint=62 css=34 dcl=76 attach=74 fonts=93 intro=-..- veilOff=93 final=93 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":0}
firefox A lazy fast3g cold synthwave  hits=40 paint=3944 css=3930 dcl=4507 attach=4507 fonts=5252 intro=4507..6315 veilOff=- final=6315 {"unthemed":0,"fallbackFont":568,"fallbackFontInIntro":739,"pageBeforeIntro":568,"headlineAtRestBeforeReveal":568}
firefox A lazy fast3g warm-same-tab synthwave  hits=1 paint=602 css=593 dcl=625 attach=625 fonts=666 intro=-..- veilOff=- final=602 {"unthemed":0,"fallbackFont":0,"fallbackFontInIntro":0,"pageBeforeIntro":0,"headlineAtRestBeforeReveal":16}
